x,y,z
94.087,-57.247,12.173
98.087,-55.247,16.173
98.087,-48.247,6.1733
90.087,-53.247,12.173
89.087,-39.247,8.1733
86.087,-48.247,-4.8267
78.087,-42.247,4.1733
74.087,-53.247,-0.82667
71.087,-60.247,4.1733
62.087,-64.247,0.17333
61.087,-77.247,22.173
76.087,-74.247,-3.8267
79.087,-80.247,10.173
78.087,-85.247,16.173
79.087,-84.247,25.173
82.087,-77.247,27.173
82.087,-75.247,6.1733
84.087,-73.247,10.173
83.087,-69.247,-2.8267
77.087,-74.247,12.173
76.087,-70.247,10.173
67.087,-60.247,12.173
75.087,-68.247,-5.8267
86.087,-67.247,-5.8267
87.087,-65.247,-8.8267
97.087,-69.247,-25.827
98.087,-65.247,-40.827
92.087,-66.247,-38.827
87.087,-68.247,-54.827
90.087,-69.247,-59.827
91.087,-64.247,-57.827
81.087,-75.247,-50.827
76.087,-86.247,-44.827
68.087,-83.247,-17.827
72.087,-87.247,-4.8267
73.087,-93.247,-10.827
79.087,-101.25,-8.8267
81.087,-97.247,-12.827
76.087,-95.247,-5.8267
66.087,-89.247,-9.8267
69.087,-78.247,2.1733
66.087,-84.247,-10.827
69.087,-79.247,-8.8267
68.087,-67.247,-11.827
69.087,-58.247,-2.8267
77.087,-65.247,14.173
82.087,-67.247,2.1733
100.09,-66.247,9.1733
101.09,-59.247,9.1733
101.09,-48.247,-1.8267
95.087,-45.247,4.1733
99.087,-48.247,8.1733
91.087,-44.247,8.1733
85.087,-42.247,-3.8267
88.087,-44.247,4.1733
79.087,-45.247,-8.8267
83.087,-48.247,-7.8267
92.087,-43.247,15.173
92.087,-48.247,14.173
88.087,-46.247,18.173
98.087,-51.247,2.1733
104.09,-45.247,17.173
101.09,-45.247,19.173
101.09,-50.247,30.173
95.087,-55.247,21.173
90.087,-69.247,23.173
88.087,-73.247,12.173
96.087,-69.247,20.173
97.087,-68.247,29.173
91.087,-75.247,20.173
85.087,-71.247,18.173
79.087,-70.247,-8.8267
76.087,-69.247,-6.8267
70.087,-60.247,-15.827
67.087,-57.247,-8.8267
60.087,-61.247,-20.827
52.087,-67.247,-27.827
48.087,-68.247,-26.827
48.087,-71.247,-17.827
57.087,-62.247,-17.827
52.087,-60.247,-16.827
51.087,-68.247,-17.827
61.087,-63.247,-25.827
55.087,-65.247,-21.827
65.087,-64.247,-25.827
66.087,-63.247,-27.827
72.087,-54.247,-37.827
71.087,-52.247,-28.827
84.087,-56.247,-37.827
99.087,-49.247,-33.827
103.09,-53.247,-17.827
110.09,-56.247,-28.827
113.09,-47.247,-28.827
115.09,-46.247,-34.827
113.09,-56.247,-29.827
121.09,-60.247,-29.827
114.09,-58.247,0.17333
103.09,-64.247,-17.827
101.09,-64.247,-34.827
99.087,-55.247,-25.827
87.087,-63.247,-14.827
90.087,-60.247,-11.827
97.087,-60.247,-12.827
97.087,-66.247,-8.8267
103.09,-71.247,-22.827
106.09,-69.247,-9.8267
98.087,-63.247,-7.8267
98.087,-72.247,-13.827
101.09,-71.247,-22.827
104.09,-75.247,-13.827
97.087,-79.247,-20.827
87.087,-70.247,-15.827
79.087,-62.247,-15.827
68.087,-69.247,-15.827
74.087,-74.247,-5.8267
71.087,-63.247,3.1733
71.087,-65.247,5.1733
75.087,-63.247,-6.8267
65.087,-60.247,-4.8267
66.087,-59.247,9.1733
70.087,-58.247,-4.8267
74.087,-52.247,10.173
75.087,-49.247,-8.8267
79.087,-50.247,-10.827
82.087,-52.247,-7.8267
74.087,-57.247,-4.8267
85.087,-53.247,4.1733
86.087,-48.247,-5.8267
90.087,-57.247,-5.8267
92.087,-52.247,-13.827
87.087,-54.247,-9.8267
90.087,-56.247,-3.8267
86.087,-55.247,-0.82667
87.087,-54.247,9.1733
84.087,-60.247,-8.8267
94.087,-62.247,-4.8267
90.087,-57.247,18.173
91.087,-58.247,13.173
87.087,-59.247,25.173
76.087,-61.247,8.1733
74.087,-59.247,-10.827
73.087,-55.247,-11.827
66.087,-47.247,11.173
59.087,-52.247,-3.8267
56.087,-54.247,-18.827
54.087,-52.247,-25.827
55.087,-52.247,-41.827
63.087,-53.247,-29.827
72.087,-55.247,-28.827
78.087,-59.247,-25.827
90.087,-53.247,-42.827
91.087,-63.247,-35.827
86.087,-63.247,-43.827
93.087,-67.247,-22.827
92.087,-69.247,-0.82667
92.087,-69.247,5.1733
91.087,-65.247,23.173
90.087,-59.247,7.1733
87.087,-75.247,7.1733
89.087,-66.247,8.1733
98.087,-60.247,6.1733
93.087,-59.247,-3.8267
101.09,-56.247,-7.8267
101.09,-60.247,-20.827
94.087,-63.247,-19.827
85.087,-66.247,-13.827
81.087,-66.247,-20.827
82.087,-67.247,-20.827
90.087,-73.247,-27.827
95.087,-75.247,-30.827
89.087,-77.247,-19.827
94.087,-75.247,-12.827
96.087,-72.247,-26.827
105.09,-72.247,-31.827
107.09,-72.247,-14.827
98.087,-70.247,-12.827
102.09,-74.247,4.1733
97.087,-70.247,-8.8267
96.087,-61.247,-27.827
90.087,-68.247,-26.827
92.087,-79.247,-22.827
88.087,-85.247,-17.827
90.087,-78.247,-17.827
87.087,-78.247,-27.827
79.087,-71.247,-23.827
78.087,-76.247,-14.827
88.087,-89.247,3.1733
87.087,-78.247,8.1733
